Antibody Name,Antibody Origin,Gene Name,Validation Status,Slide Id,Antibody Name in Heatmap,Probabilities (QC Score),Slide no.,Sample Type,,Control cells,ligand control cells,nanoparticle control cells,drug-treated cells
ATM,R,ATM,V,GBL1102587,ATM-R-V,0.954308544,22,ATM-R-V,NormLinear,0.984875948,1.00213234,0.99443734,0.597057592
ATM_pS1981,R,ATM,V,GBL1102588,ATM_pS1981-R-V,0.95711835,23,ATM_pS1981-R-V,NormLinear,0.997139726,0.954425395,1.037315605,1.024255395
ATRX,R,ATRX,C,GBL1102603,ATRX-R-C,0.95647014,24,ATRX-R-C,NormLinear,1.040801628,1.1278226,0.92094721,1.208125533
ATR_pS428,R,ATR,C,GBL1102630,ATR_pS428-R-C,0.973760449,25,ATR_pS428-R-C,NormLinear,0.954096001,0.894178455,1.116303364,0.575299978
Aurora-B,R,AIM1,V,GBL1102595,Aurora-B-R-V,0.857902557,26,Aurora-B-R-V,NormLinear,1.17847055,1.072379655,0.882669697,1.238531045
Axl,R,AXL,V,GBL1102575,Axl-R-V,0.955711039,27,Axl-R-V,NormLinear,1.105538609,1.289160166,0.835878435,0.898054842
b-Actin,R,ACTB,C,GBL1102556,b-Actin-R-C,0.950138023,28,b-Actin-R-C,NormLinear,0.965711736,1.001856897,1.019620411,0.866708388
b-Catenin,R,CTNNB1,V,GBL1102426,b-Catenin-R-V,0.869836877,29,b-Catenin-R-V,NormLinear,1.013975817,1.086923122,0.956198142,0.571581391
b-Catenin_pT41_S45,R,CTNNB1,V,GBL1102557,b-Catenin_pT41_S45-R-V,0.961996046,30,b-Catenin_pT41_S45-R-V,NormLinear,0.973116528,0.934337885,1.063651671,1.373428215
B-Raf,R,BRAF,C,GBL1102643,B-Raf-R-C,0.958408754,31,B-Raf-R-C,NormLinear,1.05569496,1.069417647,0.901376364,0.514135828
B-Raf_pS445,R,BRAF,V,GBL1102430,B-Raf_pS445-R-V,0.914871869,32,B-Raf_pS445-R-V,NormLinear,0.958844778,1.05418633,1.028644059,0.473291609
B7-H4,R,VTCN1,C,GBL1102625,B7-H4-R-C,0.936864441,33,B7-H4-R-C,NormLinear,1.025882861,0.979268111,1.004745146,1.034496517
Bad_pS112,R,BAD,V,GBL1102423,Bad_pS112-R-V,0.959577749,34,Bad_pS112-R-V,NormLinear,1.055849799,1.153349507,0.901172895,0.523729738
Bak,R,BAK1,C,GBL1102424,Bak-R-C,0.948564389,35,Bak-R-C,NormLinear,0.962554059,0.95091196,1.041921952,1.210093894
BAP1,M,BAP1,V,GBL1102706,BAP1-M-V,0.936042971,36,BAP1-M-V,NormLinear,0.981857926,0.994821651,0.998403224,0.775593612
Bax,R,BAX,V,GBL1102425,Bax-R-V,0.93706383,37,Bax-R-V,NormLinear,0.937830757,1.032416239,1.056257905,1.25133909
Bcl-xL,R,BCL2L1,V,GBL1102427,Bcl-xL-R-V,0.92166056,38,Bcl-xL-R-V,NormLinear,0.924320369,1.053575125,1.074011468,1.356395179
Bcl2A1,R,BCL2A1,V,GBL1102577,Bcl2A1-R-V,0.969642335,39,Bcl2A1-R-V,NormLinear,0.975550505,1.024899023,1.006691603,1.994408792
Beclin,G,BECN1,C,GBL1102718,Beclin-G-C,0.937617162,40,Beclin-G-C,NormLinear,0.962557083,0.950041253,1.043063508,1.235533333
Bid,R,BID,C,GBL1102428,Bid-R-C,0.946756346,41,Bid-R-C,NormLinear,0.969538791,1.028266889,1.014591401,0.633248044
Bim,R,BCL2L11,V,GBL1102429,Bim-R-V,0.953628354,42,Bim-R-V,NormLinear,0.998260246,1.07362808,0.976849465,1.269486206
BiP-GRP78,M,HSPA5,C,GBL1102686,BiP-GRP78-M-C,0.912335555,43,BiP-GRP78-M-C,NormLinear,1.002047809,1.046539999,0.971872352,1.480673362
BRD4,R,BRD4,V,GBL1102601,BRD4-R-V,0.9611395,44,BRD4-R-V,NormLinear,1.000911801,0.991698292,0.988448349,0.773136035
c-Abl,R,ABL1,V,GBL1102600,c-Abl-R-V,0.954390243,45,c-Abl-R-V,NormLinear,0.977877705,0.957697419,1.033025763,1.406413321
c-IAP2,R,BIRC3,C,GBL1102608,c-IAP2-R-C,0.950823708,46,c-IAP2-R-C,NormLinear,1.090757836,0.983050505,0.999786174,0.678883087
c-Jun_pS73,R,JUN,V,GBL1102435,c-Jun_pS73-R-V,0.967712016,47,c-Jun_pS73-R-V,NormLinear,1.008189991,0.983573858,0.999100024,0.885848106
c-Kit,R,KIT,V,GBL1102721,c-Kit-R-V,0.945065516,48,c-Kit-R-V,NormLinear,0.936411315,0.932054061,1.066645917,1.306801906
c-Met,M,MET,Q,GBL1102671,c-Met-M-Q,0.928289298,49,c-Met-M-Q,NormLinear,0.985039457,0.993176874,0.994222477,1.350545259
c-Met_pY1234_Y1235,R,MET,V,GBL1102487,c-Met_pY1234_Y1235-R-V,0.933063095,50,c-Met_pY1234_Y1235-R-V,NormLinear,1.00120424,0.964747724,1.023782343,0.970072422
c-Myc,R,MYC,C,GBL1102654,c-Myc-R-C,0.957086676,51,c-Myc-R-C,NormLinear,1.014697652,1.026006697,0.955249601,1.317056961
C-Raf,R,RAF1,C,GBL1102561,C-Raf-R-C,0.952127146,52,C-Raf-R-C,NormLinear,1.02430865,0.982919266,0.999958237,0.717879107
C-Raf_pS338,R,RAF1,V,GBL1102722,C-Raf_pS338-R-V,0.886832387,53,C-Raf_pS338-R-V,NormLinear,0.960690874,0.89703764,1.112554782,1.335331194
Caspase-3,R,CASP3,C,GBL1102431,Caspase-3-R-C,0.946313775,54,Caspase-3-R-C,NormLinear,0.997361362,1.017778421,0.97803066,0.999204413
Caspase-7-cleaved,R,CASP7,C,GBL1102432,Caspase-7-cleaved-R-C,0.937767654,55,Caspase-7-cleaved-R-C,NormLinear,0.975550063,0.956209144,1.034976991,1.631838692
Caspase-8,M,CASP8,Q,GBL1102675,Caspase-8-M-Q,0.913163725,56,Caspase-8-M-Q,NormLinear,0.964299993,0.953088432,1.039068452,1.149795414
Caveolin-1,R,CAV1,V,GBL1102433,Caveolin-1-R-V,0.859682917,57,Caveolin-1-R-V,NormLinear,1.046370472,1.207106686,0.913629373,1.57011016
CD171,M,L1CAM,V,GBL1102717,CD171-M-V,0.881776424,58,CD171-M-V,NormLinear,1.003019686,1.376389704,0.97059524,2.045359836
CD26,R,DPP4,V,GBL1102578,CD26-R-V,0.957390669,59,CD26-R-V,NormLinear,1.0925077,1.035196524,0.931419264,1.045881453
CD29,M,CD29,V,GBL1102682,CD29-M-V,0.857768472,60,CD29-M-V,NormLinear,0.965263927,1.002043684,1.020208862,2.97570057
CD31,M,PECAM1,V,GBL1102694,CD31-M-V,0.853503803,61,CD31-M-V,NormLinear,0.991813334,1.078977273,0.985321145,1.800637191
CD44,M,CD44,C,GBL1102688,CD44-M-C,0.858959167,62,CD44-M-C,NormLinear,0.995260813,1.03975238,0.980790924,1.723522265
CD49b,M,ITGA2,V,GBL1102674,CD49b-M-V,0.92147362,63,CD49b-M-V,NormLinear,0.97897063,1.016039127,1.002197326,1.562221523
cdc25C,R,CDC25C,V,GBL1102639,cdc25C-R-V,0.953148882,64,cdc25C-R-V,NormLinear,1.057556453,0.975605374,1.009547238,0.307993252
Cdc2_pY15,R,CDK1,C,GBL1102629,Cdc2_pY15-R-C,0.962044297,65,Cdc2_pY15-R-C,NormLinear,1.073817864,0.936699094,1.060555968,0.703146026
CDK1,R,CDK1,C,GBL1102618,CDK1-R-C,0.956918927,66,CDK1-R-C,NormLinear,0.919440634,0.927478198,1.080423771,0.441545765
Chk1,M,CHEK1,C,GBL1102681,Chk1-M-C,0.929232375,67,Chk1-M-C,NormLinear,1.060630327,1.017907712,0.95408605,0.785873935
Chk1_pS296,R,CHEK1,V,GBL1102584,Chk1_pS296-R-V,0.960472893,68,Chk1_pS296-R-V,NormLinear,1.118855689,1.061890256,0.896422,0.937430966
Chk2,M,CHEK2,V,GBL1102661,Chk2-M-V,0.899160928,69,Chk2-M-V,NormLinear,1.027747401,1.09243091,0.938101348,0.803920763
Chk2_pT68,R,CHEK2,C,GBL1102434,Chk2_pT68-R-C,0.952719565,70,Chk2_pT68-R-C,NormLinear,0.965776776,0.943740397,1.051324351,1.177187598
Claudin-7,R,CLDN7,V,GBL1102499,Claudin-7-R-V,0.914852919,71,Claudin-7-R-V,NormLinear,1.010487175,1.162839869,0.960782454,2.390519202
COG3,R,COG3,V,GBL1102617,COG3-R-V,0.960909188,72,COG3-R-V,NormLinear,0.9717829,0.933531876,1.064708403,0.608441397
Collagen-VI,R,COL6A1,V,GBL1102645,Collagen-VI-R-V,0.932507496,73,Collagen-VI-R-V,NormLinear,0.955369514,0.851269848,1.172559411,2.878994674
Connexin-43,R,GJA1,C,GBL1102602,Connexin-43-R-C,0.913478552,74,Connexin-43-R-C,NormLinear,1.112687083,1.140035413,0.826484856,0.305307549
Cox-IV,R,PTGS3,V,GBL1102736,Cox-IV-R-V,0.854819803,75,Cox-IV-R-V,NormLinear,0.928365979,0.952483371,1.068695263,1.274444701
Cox2,R,CMC2,C,GBL1102564,Cox2-R-C,0.957505427,76,Cox2-R-C,NormLinear,0.997719316,1.321877558,0.977560284,1.836402351
Creb,R,CREB1,C,GBL1102723,Creb-R-C,0.848506153,77,Creb-R-C,NormLinear,0.952890902,0.935020443,1.062756792,0.7690874
Cyclin-B1,R,CCNB1,V,GBL1102417,Cyclin-B1-R-V,0.959635277,78,Cyclin-B1-R-V,NormLinear,0.967708499,0.943030557,1.052254997,0.431816788
Cyclin-D1,R,CCND1,V,GBL1102646,Cyclin-D1-R-V,0.949979472,79,Cyclin-D1-R-V,NormLinear,0.969015904,1.002926158,1.015278511,1.216873304
Cyclin-D3,M,CCND3,V,GBL1102662,Cyclin-D3-M-V,0.917795021,80,Cyclin-D3-M-V,NormLinear,1.02598991,0.87712054,1.138667429,0.973416429
Cyclin-E1,M,CCNE1,V,GBL1102695,Cyclin-E1-M-V,0.950891369,81,Cyclin-E1-M-V,NormLinear,0.955272939,0.957134713,1.033763508,1.380916861
Cyclophilin-F,M,PPIF,V,GBL1102707,Cyclophilin-F-M-V,0.86826485,82,Cyclophilin-F-M-V,NormLinear,0.970989902,1.030324507,1.012684544,0.550145726
D-a-Tubulin,R,TUBA1A,V,GBL1102591,D-a-Tubulin-R-V,0.948218984,83,D-a-Tubulin-R-V,NormLinear,0.992263911,0.963947138,1.024831963,1.497831641
DJ1,R,PARK7,V,GBL1102503,DJ1-R-V,0.962547054,84,DJ1-R-V,NormLinear,0.957062686,0.953556466,1.038454828,0.301647739
DM-Histone-H3,R,HISTH3,V,GBL1102592,DM-Histone-H3-R-V,0.929011789,85,DM-Histone-H3-R-V,NormLinear,0.895420412,0.906319782,0.97928665,3.590844353
DM-K9-Histone-H3,R,H3K9ME2,C,GBL1102594,DM-K9-Histone-H3-R-C,0.951830212,86,DM-K9-Histone-H3-R-C,NormLinear,0.972617885,1.012732498,0.984516043,3.263264405
DUSP4,R,DUSP4,V,GBL1102730,DUSP4-R-V,0.819343353,87,DUSP4-R-V,NormLinear,0.981505831,1.192613971,0.998865901,0.812632274
E-Cadherin,R,CDH1,V,GBL1102532,E-Cadherin-R-V,0.947201403,88,E-Cadherin-R-V,NormLinear,1.012375348,1.542322039,0.958301267,2.976370327
E2F1,M,E2F1,V,GBL1102748,E2F1-M-V,0.800477884,89,E2F1-M-V,NormLinear,0.920475454,1.616364724,1.079063948,3.285382136
eEF2,R,EEF2,C,GBL1102521,eEF2-R-C,0.954977796,90,eEF2-R-C,NormLinear,0.96616186,1.08218028,1.019028918,0.350348598
eEF2K,R,EEF2K,V,GBL1102522,eEF2K-R-V,0.968731381,91,eEF2K-R-V,NormLinear,1.070037176,1.137470237,0.882529722,0.615057152
EGFR,R,EGFR,V,GBL1102536,EGFR-R-V,0.927455259,92,EGFR-R-V,NormLinear,1.072566973,1.037411084,0.928515827,1.108878041
EGFR_pY1173,R,EGFR,V,GBL1102724,EGFR_pY1173-R-V,0.907359855,93,EGFR_pY1173-R-V,NormLinear,0.999672102,1.006038391,0.974994191,1.076489016
eIF4E,R,EIF4E,V,GBL1102486,eIF4E-R-V,0.945256219,94,eIF4E-R-V,NormLinear,1.000078513,1.00472168,0.97446014,0.417338297
eIF4E_pS209,R,EIF4E,V,GBL1102638,eIF4E_pS209-R-V,0.948095608,95,eIF4E_pS209-R-V,NormLinear,1.013667272,0.98305159,0.999784753,0.610091573
eIF4G,R,EIF4G1,C,GBL1102539,eIF4G-R-C,0.956673057,96,eIF4G-R-C,NormLinear,1.150981661,1.234896818,0.77616319,0.270580108
Elk1_pS383,R,ELK1,C,GBL1102725,Elk1_pS383-R-C,0.92422347,97,Elk1_pS383-R-C,NormLinear,0.943620442,0.972268071,1.048649867,1.282778142
EMA,M,MUC1,C,GBL1102712,EMA-M-C,0.859819643,98,EMA-M-C,NormLinear,0.703939882,1.316368479,0.694127066,4.403373314
ENY2,M,ENY2,C,GBL1102684,ENY2-M-C,0.923115173,99,ENY2-M-C,NormLinear,0.992225388,1.029029208,0.984779678,1.134735418
ER,R,ESR1,V,GBL1102422,ER-R-V,0.968930001,100,ER-R-V,NormLinear,1.028761016,0.967903252,1.019645235,1.35184781
ER-a_pS118,R,ESR1,V,GBL1102726,ER-a_pS118-R-V,0.931824132,101,ER-a_pS118-R-V,NormLinear,0.93215593,0.959079733,1.063715012,1.280329457
ERCC1,M,ERCC1,V,GBL1102714,ERCC1-M-V,0.942702783,102,ERCC1-M-V,NormLinear,0.985561679,1.016461697,0.993536242,0.994879131
ERCC5,R,ERCC5,C,GBL1102586,ERCC5-R-C,0.965917909,103,ERCC5-R-C,NormLinear,1.058712396,1.030988181,0.936936682,0.803684067
Ets-1,R,ETS1,V,GBL1102656,Ets-1-R-V,0.935066457,104,Ets-1-R-V,NormLinear,0.985230605,1.022034477,0.993971296,1.056400489
FAK,R,PTK2,C,GBL1102727,FAK-R-C,0.926569966,105,FAK-R-C,NormLinear,1.047282206,1.213787365,0.912431293,0.651380543
FAK_pY397,R,PTK2,V,GBL1102568,FAK_pY397-R-V,0.968635192,106,FAK_pY397-R-V,NormLinear,1.025928119,1.003091014,0.973511729,1.271604794
FASN,R,FASN,V,GBL1102551,FASN-R-V,0.95324506,107,FASN-R-V,NormLinear,1.008374298,1.179098317,0.963558917,0.794298939
Fibronectin,R,FN1,V,GBL1102446,Fibronectin-R-V,0.928484994,108,Fibronectin-R-V,NormLinear,0.887975163,0.855617409,0.907182376,6.433729701
FoxM1,R,FOXM1,V,GBL1102538,FoxM1-R-V,0.964725866,109,FoxM1-R-V,NormLinear,1.139095944,0.903043813,1.104680288,0.959759136
FoxO3a,R,FOX3,C,GBL1102537,FoxO3a-R-C,0.945597998,110,FoxO3a-R-C,NormLinear,1.05055256,0.990498723,0.990021064,1.156990512
FoxO3a_pS318_S321,R,FOXO3,C,GBL1102447,FoxO3a_pS318_S321-R-C,0.946218798,111,FoxO3a_pS318_S321-R-C,NormLinear,0.970516431,0.973647221,1.013306716,0.793727542
FRA-1,R,FOSL1,C,GBL1102655,FRA-1-R-C,0.955083109,112,FRA-1-R-C,NormLinear,1.108842091,0.987922836,0.993398224,0.914579404
G6PD,R,G6PD,V,GBL1102628,G6PD-R-V,0.93962801,113,G6PD-R-V,NormLinear,1.058192897,1.057737006,0.901867187,1.115110824
Gab2,R,GAB2,V,GBL1102508,Gab2-R-V,0.973758422,114,Gab2-R-V,NormLinear,1.155583168,1.301694669,0.770116497,0.959700473
GAPDH,M,GAPDH,C,GBL1102738,GAPDH-M-C,0.828881661,115,GAPDH-M-C,NormLinear,1.073643253,0.988858663,0.992171292,0.164094182
GATA3,M,GATA3,V,GBL1102698,GATA3-M-V,0.935655056,116,GATA3-M-V,NormLinear,0.999244469,1.193064303,0.97555613,2.206201632
GCLM,R,GCLM,C,GBL1102626,GCLM-R-C,0.946066217,117,GCLM-R-C,NormLinear,1.002401869,0.977935842,1.00649184,1.087338039
GCN5L2,R,KAT2A,V,GBL1102573,GCN5L2-R-V,0.978168483,118,GCN5L2-R-V,NormLinear,1.105055477,0.981442176,1.001894801,0.848544391
Glutamate-D1-2,R,GLUD1,C,GBL1102609,Glutamate-D1-2-R-C,0.911312277,119,Glutamate-D1-2-R-C,NormLinear,1.023491209,0.986790114,0.994883298,0.575693365
Glutaminase,R,GLS,C,GBL1102599,Glutaminase-R-C,0.963168863,120,Glutaminase-R-C,NormLinear,0.983874523,0.931953216,1.066778131,0.705908667
Granzyme-B,R,GZMB,V,GBL1102633,Granzyme-B-R-V,0.950057936,121,Granzyme-B-R-V,NormLinear,1.04509406,1.039467529,0.925819691,0.461402504
GSK-3a-b,M,GSK3A/GSK3B,V,GBL1102696,GSK-3a-b-M-V,0.950070496,122,GSK-3a-b-M-V,NormLinear,0.935800837,0.938900913,1.058925357,0.72865036
GSK-3a-b_pS21_S9,R,GSK3A GSK3B,V,GBL1102448,GSK-3a-b_pS21_S9-R-V,0.909682118,123,GSK-3a-b_pS21_S9-R-V,NormLinear,0.94594495,0.941605768,1.054122991,0.343372221
Gys,R,GYS1,V,GBL1102518,Gys-R-V,0.88020156,124,Gys-R-V,NormLinear,0.956964022,1.089878359,1.0311155,0.251760325
Gys_pS641,R,GYS1,V,GBL1102519,Gys_pS641-R-V,0.913043854,125,Gys_pS641-R-V,NormLinear,1.05987363,1.046102801,0.917120406,0.251282853
H2AX_pS140,M,H2AFX,C,GBL1102690,H2AX_pS140-M-C,0.934290635,126,H2AX_pS140-M-C,NormLinear,1.01765334,1.161744746,0.951365627,1.524527229
HER2,M,ERBB2,V,GBL1102703,HER2-M-V,0.931512944,127,HER2-M-V,NormLinear,1.056397515,1.230838577,0.90045316,1.663274988
HER2_pY1248,R,ERBB2,C,GBL1102526,HER2_pY1248-R-C,0.948376782,128,HER2_pY1248-R-C,NormLinear,1.067811598,0.992629199,0.987227868,1.493147861
HER3,R,ERBB3,V,GBL1102653,HER3-R-V,0.956323037,129,HER3-R-V,NormLinear,1.047722357,1.02609819,0.943347787,1.296577938
HER3_pY1289,R,ERBB3,C,GBL1102488,HER3_pY1289-R-C,0.905197385,130,HER3_pY1289-R-C,NormLinear,0.937642921,1.003137272,1.056504735,0.913502963
Heregulin,R,NRG1,V,GBL1102502,Heregulin-R-V,0.971705276,131,Heregulin-R-V,NormLinear,0.982460121,0.971129144,1.015415874,1.377742311
HES1,R,HES1,V,GBL1102604,HES1-R-V,0.96590541,132,HES1-R-V,NormLinear,0.925529243,1.117336672,1.072422927,0.912236108
Hexokinase-II,R,HK2,V,GBL1102514,Hexokinase-II-R-V,0.96579341,133,Hexokinase-II-R-V,NormLinear,1.006295286,0.955259012,1.036222677,1.012023504
Hif-1-alpha,M,HIF1A,C,GBL1102689,Hif-1-alpha-M-C,0.843187985,134,Hif-1-alpha-M-C,NormLinear,1.053192756,1.246786144,0.904664429,0.732228361
Histone-H3,R,HIST3H3,V,GBL1102571,Histone-H3-R-V,0.947459442,135,Histone-H3-R-V,NormLinear,0.798133616,0.945664597,0.774366314,14.18080923
HSP27,M,HSBP1,C,GBL1102664,HSP27-M-C,0.919512296,136,HSP27-M-C,NormLinear,1.002003851,1.047949236,0.971930115,1.434234851
HSP70,R,HSPA1A,C,GBL1102450,HSP70-R-C,0.960781464,137,HSP70-R-C,NormLinear,0.945807706,0.96902765,1.045775654,0.896696829
IGF1R_pY1135_Y1136,R,IGF1R,V,GBL1102565,IGF1R_pY1135_Y1136-R-V,0.967416065,138,IGF1R_pY1135_Y1136-R-V,NormLinear,0.977857661,0.937186112,1.059917455,1.385081528
IGFBP2,R,IGFBP2,V,GBL1102451,IGFBP2-R-V,0.911041662,139,IGFBP2-R-V,NormLinear,0.879544292,0.864067578,0.838070725,8.305907776
IGFRb,R,IGF1R,C,GBL1102452,IGFRb-R-C,0.875844534,140,IGFRb-R-C,NormLinear,1.016686586,1.210354354,0.952636008,0.76278306
INPP4b,R,INPP4B,V,GBL1102525,INPP4b-R-V,0.961611945,141,INPP4b-R-V,NormLinear,0.965227066,0.952057983,1.04041944,1.379617137
IR-b,R,INSRB,C,GBL1102605,IR-b-R-C,0.963705095,142,IR-b-R-C,NormLinear,1.000381428,1.124073594,0.97406209,1.564772061
IRF-1,R,IRF1,C,GBL1102657,IRF-1-R-C,0.956759674,143,IRF-1-R-C,NormLinear,1.005631261,0.945588989,1.048900723,1.298697328
IRS1,R,IRS1,V,GBL1102495,IRS1-R-V,0.940109138,144,IRS1-R-V,NormLinear,1.119043074,1.023385368,0.946904477,0.892879606
Jagged1,R,JAG1,V,GBL1102597,Jagged1-R-V,0.955302693,145,Jagged1-R-V,NormLinear,1.02361856,0.962838636,1.026285284,1.066050009
Jak2,R,JAK2,V,GBL1102555,Jak2-R-V,0.9632276,146,Jak2-R-V,NormLinear,1.027662609,1.103353779,0.938212771,0.509093197
JNK2,R,MAPK9,C,GBL1102453,JNK2-R-C,0.969219784,147,JNK2-R-C,NormLinear,1.013597655,0.987342131,0.994159567,0.535216799
JNK_pT183_Y185,R,MAPK8,V,GBL1102501,JNK_pT183_Y185-R-V,0.965918296,148,JNK_pT183_Y185-R-V,NormLinear,1.002056998,0.96966894,1.017330299,1.335692612
LC3A-B,R,LC3AB,C,GBL1102610,LC3A-B-R-C,0.948661547,149,LC3A-B-R-C,NormLinear,0.917095329,0.927247638,1.083505661,1.817195626
Lck,R,LCK,V,GBL1102454,Lck-R-V,0.956378854,150,Lck-R-V,NormLinear,1.01982049,1.019232787,0.952348789,0.98498671
LDHA,R,LDHA,C,GBL1102509,LDHA-R-C,0.942391991,151,LDHA-R-C,NormLinear,1.013876682,1.38053842,0.956328411,0.166877413
LRP6_pS1490,R,LRP6,V,GBL1102589,LRP6_pS1490-R-V,0.96246722,152,LRP6_pS1490-R-V,NormLinear,1.037672307,1.003737483,0.972664166,1.493339588
MAPK_pT202_Y204,R,MAPK3,V,GBL1102455,MAPK_pT202_Y204-R-V,0.962702367,153,MAPK_pT202_Y204-R-V,NormLinear,0.983090379,0.985712257,0.996783697,1.2406529
Mcl-1,R,MCL1,V,GBL1102566,Mcl-1-R-V,0.968849493,154,Mcl-1-R-V,NormLinear,1.011547674,0.994821394,0.984353753,1.801252119
MCT4,R,SLC16A4,V,GBL1102616,MCT4-R-V,0.923983701,155,MCT4-R-V,NormLinear,0.948678338,1.15824033,1.042003449,1.11580548
MDM2_pS166,R,MDM2,V,GBL1102554,MDM2_pS166-R-V,0.972542715,156,MDM2_pS166-R-V,NormLinear,1.036574987,1.05731234,0.926501303,0.788664815
MEK1,R,MAP2K1,V,GBL1102456,MEK1-R-V,0.965082963,157,MEK1-R-V,NormLinear,0.994648386,0.987669829,0.993729933,0.368097755
MEK1_pS217_S221,R,MAP2K1,V,GBL1102527,MEK1_pS217_S221-R-V,0.961226396,158,MEK1_pS217_S221-R-V,NormLinear,0.954840411,0.92776392,1.072270578,0.746699224
MERIT40_pS29,R,BABAM1,V,GBL1102640,MERIT40_pS29-R-V,0.944945325,159,MERIT40_pS29-R-V,NormLinear,1.049914098,0.982855559,1.000041763,0.65017509
Merlin,R,NF2,C,GBL1102520,Merlin-R-C,0.961272306,160,Merlin-R-C,NormLinear,1.004620591,1.257203869,0.968491542,1.503568579
MIF,R,MIF,C,GBL1102658,MIF-R-C,0.919516382,161,MIF-R-C,NormLinear,1.018611479,1.023991917,0.950106568,1.050993975
MIG6,M,ERRFI1,V,GBL1102677,MIG6-M-V,0.951087359,162,MIG6-M-V,NormLinear,1.05397873,1.259515463,0.903631606,0.807751914
MMP2,R,MMP2,V,GBL1102457,MMP2-R-V,0.953728971,163,MMP2-R-V,NormLinear,1.021552072,0.981393333,1.001958838,0.889110761
Mnk1,R,MKNK1,V,GBL1102511,Mnk1-R-V,0.974524382,164,Mnk1-R-V,NormLinear,1.132474703,0.988566071,0.9925549,0.568335438
MSH6,R,MSH6,C,GBL1102523,MSH6-R-C,0.972100182,165,MSH6-R-C,NormLinear,0.996790061,0.955202267,1.036297073,0.42669746
